owner,title,status,priority,ref_app_count,ref_public_app_count,ref_public_maptour_count,public_total_refs,risk_score,recommended_action,url
skitterman,asdfa asdfasdfas erere ,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=83e019288e6943bb81f1a0d61337ae15
skitterman,asdfa waet awet w,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=bfee154949e44ee19db68c97b4159fba
skitterman,asdfadf   asdfasdf a  asdfasdf ,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=cae8f53df15a434187f59c49d7b7fb8e
skitterman,asdfasdf   asdasdf,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=eb6425daf9864b6886a22ce79be6106e
skitterman,asdfasdf asdf   earwer awer ,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=42bd8d9fd7c643a68d76983c9626aa17
skitterman,asdfasdf asdff asdf a,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=dfd27000711f401c8928f44ed12e1682
skitterman,asdfasdf34342,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=4111946a532f4ba0bc5e13049659c5e6
skitterman,asdfasdfasd  asdfasdf asdf ,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=ab8ad4140f8a43cda6e66ac80428ce7b
sabinebarrera,Asia Population,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=e69f7ad6f49d4919a034c29292b46ba0
sabinebarrera,Assessments2,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=2b41e78b0f534a86b45725ddfa4f226f
StoryMaps,Audubon News Map,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=1770939306f54ede8ef1bf210f6e1429
sabinebarrera,Australia Population,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=5359d580111a4392aff3173ad965d5c6
FedGISContent,Available Water,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=e017f28aad8c4a78911595f5434bf40b
StoryMaps,Baby Animals at Smithsonian's National Zoo,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=c56620edc0b3481189e0ee1ca93a20d5
StoryMaps,Baby Animals in the Wild,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=3036395dd73f47e39ed4310db5357c05
acarroll73,Basemap preview,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=b88d173ee41b4884b70fb1e589eb3b5f
StoryMaps,BASEMAP Shaded Landsat-Copy,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=8b07fe518cf24edd8fea4cc6938cb590
StoryMaps,Basic webmap,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=624e7f7d9b4743448879eb6b20242ba5
acarroll73,Battlefields of the Civil War,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=c8b9bad77939489ea6e3cf5602e72614
dasbury_storymaps,Battlefields of the Civil War (classic version),LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=87da8e86874b46128a6860cf9c7c0dba
StoryMaps,Battlefields of the Civil War (classic version),LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=65e1c7d196404176be4d755560b597b0
StoryMaps,Bike to Work-Copy,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=5307716e45ec4628b5367c8372c83d81
StoryMaps,Bird Strikes per emplanement,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=b0e41cc71c6c45be981acdf87b6b6519
StoryMaps,Birds and Climate 1,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=b3cf035edd354d94bfe5627427701996
StoryMaps,Birds and Climate 2,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=71b47d1c98d341da9587a83f2579c223
StoryMaps,Birmingham Map Tour,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=0d5b0d06a4a349f98a9f2585f61e01c7
StoryMaps,Blank grayscale with counties,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=6675dccac7b849579a67d93bf5d94a29
StoryMaps,Blue Ribbon Panel for the Global Partnership for Oceans (GPO) - PUG Demo,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=5f19ad50642e4f3bac81a9e1d552c1db
sabinebarrera,Bookmarks,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=f3cda79cb1bf4adbbb2542be52cac705
StoryMaps,Brazil Beyond The Stadiums-Copy,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=a8819f0340ba460597f3951ca95848db
StoryMaps,Brazil Beyond The Stadiums-Copy-Copy,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=0074fb6c8c0c49a0b5cee944f8e6834f
StoryMaps,Brazil Beyond The Stadiums-Copy358pm12June,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=5294e768eed04503aad14e0a523f4e96
StoryMaps,Brazil Beyond The Stadiums-CopyFINAL,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=63ce109520b748599f20279b8f6a76e1
acarroll73,Brown U,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=39bb5af07b5e4e5a82d1c1078514d7b2
StoryMaps,African national parks,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=cc0f33847f4a4db39c10f247a884727a
StoryMaps_services,African national parks through time,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=a683a9acaed64708a78619ccb250dcb5
acarroll73,African-Americans in the U.S.,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=3a7b1fe7e85d427cb2c19da088d26bee
acarroll73,AidData etc from Salim Sawaya,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=6d6b05b726b84454807ec4f154b97a8b
StoryMaps,All Eight Species of Slow Loris are threatened with extinction,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=649074180ccd4c2ab9e5b487d9e98d79
StoryMaps,Allen Carroll: A carto-biography,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=f68e7d7ce1a348cdafa80d81c6679256
acarroll73,Allen's ride from DCRO to home,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=1821e7f3e0ee45d0af6f72407eb1eb2a
StoryMaps,Allen's test,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=7bd2198fabd94c6b8a935371faa12af6
StoryMaps,Alliance for Zero Extinction (AZE),LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=c7a66a1f89d74bf0a2378e70b38f71dc
acarroll73,Amazing places from above,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=ec2f743156c34c2e9c2c2e62b5a95ed9
acarroll73,Amazon Basin ecosystems,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=b29c7749480f4c29a7d319d588345f36
StoryMaps,America's Best Golf Courses,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=f2c30c806023474fbb6d937a1921e7a5
StoryMaps,America's Most Polluted Cities,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=868710a443ec4eb6b96ebff0c37dfd8d
StoryMaps,America's Tinderbox,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=266e73d9880c4e91bff23cf60fd17066
dasbury_storymaps,American Futures candidate cities,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=e8d5c1a87d784750b20d497e280b489e
StoryMaps,American Futures: Sioux Falls-Copy,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=27ab860c5ffa4b1d98d6429d01677bc5
acarroll73,American Jobs Act,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=ebe33aeb7eff42d18c85a299e8c9940e
StoryMaps,Animation of NHTSA Fatality Analysis Reporting System Data-Copy,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=f5862040f9a343fda363c887888fb30b
acarroll73,"Appalachian Trail: Satellite Imagery, Photographs",LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=e0b7a53ab4e3480995ac25f4879f2014
acarroll73,Appalachian Trail: Street Map View,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=b3898f68f4dc4233bd1077ca85e1bcbe
acarroll73,"Appalachian Trail: Topographic Map, Shelter Locations",LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=9da801320d6f442d91be7bcd080562b6
StoryMaps,Aquifers,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=7ee13ee64ee34d6e91679ae625611ace
StoryMaps,Aral Sea Then and Now (1990),LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=0107ca12349845fa974e321e6c099cb8
acarroll73,ArcGIS.com global data sampling,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=84a77f5bd1a14576926314a59d573c46
StoryMaps,Arctic maritime charts,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=0082968852484e5dbd691b2e0916ccac
dasbury_storymaps,Arctic maritime charts-Copy,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=726de4f5f13f4ba1a3cc03e6b4e30dbb
StoryMaps,Arctic shipping traffic,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=e99c1d5f465e4e19abcf731192d04bfb
StoryMaps,Arena Venues,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=a647a1eab5d242c09de4d9c326cfd2fc
StoryMaps_services,Arrests of poachers in South Africa,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=e226760a7e6741c9b2f21ab9308b7286
StoryMaps_services,Arrests of poachers in South Africa-2010,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=049a7ec3949b4cdf90ed3302c31ab508
StoryMaps_services,Arrests of poachers in South Africa-2011,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=1fa5b2ac66ec49f2944bd966b414880c
StoryMaps_services,Arrests of poachers in South Africa-2012,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=21d1153952324d8783ba20531c17d08c
acarroll73,Art Map,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=0cfcb63c16044246ad7fe98a3ffea375
StoryMaps,Art Map,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=dd2ab970a8b34d50bd79e39cf44a740e
skitterman,asdf   asdfete a,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=ed07fbd38f1f4a03a1d2eebb83934720
skitterman,asdf  asdf ere a,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=bde59230d9bc4d32a710b976b9c773be
skitterman,asdf  asdf ere a - Shortlist builder,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=b626825666e24519bcfe67d7f1452a57
skitterman,asdf  asdfadf asdf ,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=d566d0d73ee74400a9f2282f00b4990b
skitterman,asdf  asdfee,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=3289a97f896141f1a6f8ce91fac69782
skitterman,asdf asdf asdf aer e,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=783bf0a2bc804a2f9acb7eec1d82d92f
acarroll73,Drought in Eastern Africa,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=974c14bc77424a0eb693a2b7884553ca
dasbury_storymaps,Dynamic Earth-Copy,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=afb2f0f5e31a473a8622dce19cfb33bd
StoryMaps,Dzanga National Park,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=c5009617726e41b1b1bd4a866a9fa48e
sabinebarrera,Earth Tectonic Activity,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=36cc46d14f624156b8b5c2dced9233ed
acarroll73,Ecological Footprints of Nations,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=1a40fa5cc1ab4569b79f45444d728067
sabinebarrera,Ecoregions,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=5aaafcbb85274f47ad85fd677919fdd3
acarroll73,Ecoregions of Brazil,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=7b2b0fe91eb64184bbe91f18da98cd06
acarroll73,Ecoregions of Brazil and the Amazon Basin,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=638f4f754af640bea7aaf38669d77399
StoryMaps,Ecoregions of North America,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=6fa772f18a6546ff9b8fd86871c8d2c0
StoryMaps,Ecosystem Restoration-Copy,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=8e78c0a2476c4d58b413065ff6c214d2
FedGISContent,Ecosystems,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=46bb7e68a46c488ba4fed5270c2b5446
StoryMaps,Ecosystems and Land Cover,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=12d170b3ea7e451da2be7d167396faf2
StoryMaps,Ecosystems Map Tour,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=e524643013404acb8570430dee28f37a
skitterman,Edit me!asdfasdfasdfasdfa asdf ,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=15b42285635e480cb9bf8380e9052ef2
acarroll73,EdUC 2011 Plenary 2:  The International GIS in Education Community,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=d3c15a123bef4d6b9f6e365feeada8b0
acarroll73,EdUC 2011 Plenary:  The International GIS in Education Community,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=8e61609d6f6d4a5bb83e0c15149980ad
sabinebarrera,Electric Network in Riverside,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=58975590e44f4be489ffdb41185ebfb8
StoryMaps,Electricity from the sun: a small but growing force,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=15749afaecb643e3aff154413136516c
StoryMaps,Elephant Conservation Organizations,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=666c7307ea3e4a4582c90c236138b281
StoryMaps,Elephant Incident Locator,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=4d9d1d04d4c1465a85272b2bdd6b7f6f
glazou2,ElephantPoaching,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=b2e2a2a42b7a45a3991cb11399b2aede
glazou2,ElephantPoaching,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=9a198cb5195144c3b1b6bf90ccefba7c
dasbury_storymaps,Embassies in D.C,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=c2d95b3b5ae948d897a07e2c007f95ff
acarroll73,Emergency Department Visits-Copy,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=855467b5f41d4e449a9e7948edc46a47
StoryMaps,Enduring Voices 11.12,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=84be36ea992b4a53aa49505973360f91
sabinebarrera,Energy,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=9d4fd16e02464071948216005eebeaa0
StoryMaps,EPA ecoregions level III (and IV),LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=d365f24383134a48acf18d59ba353ba3
FedGISContent,Esri Demographic Data Coverage (Esri Internal use),LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=19f620c469364cd3adc5967ad469c321
FedGISContent,Esri Demographic Data Coverage (Esri Internal use)-Copy,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=66f122fe780946dd8a4852efe9990abc
dasbury_storymaps,Esri Map Tour demo,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=d1b09b5e0490421da419c90351feb0b1
FedGISContent,Esri NAIP Imagery,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=ca3420dcc565495c990c1e7468f31178
StoryMaps,Esri User Conference 2012,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=094e1f7c73374cbcad8fe49c21f30b97
StoryMaps,Esri User Conference 2012 5K Run-Walk,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=6f786361c5f9400db0ebb2ce6b8f9a15
StoryMaps,"Esri User Conference party, July 27, 2012",LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=ab81fa1d40d2460689aad798ea134912
acarroll73,"Estimated Population Change, 2010 - 2011",LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=afdb5314831a4ff49a5102a039618020
sabinebarrera,Europe Population,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=c7fed40a13af496d88fc17c58a6af739
StoryMaps,European cities will experience more severe heat waves,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=81631f50b71c4bdf9d67e0ec0fa173e9
StoryMaps,European heat waves: 1971-2000,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=6c83595e3a364aaa9a26efbec4947a96
StoryMaps,European heat waves: 2021-2050,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=96128d7897344e13904e0e01719b4d19
StoryMaps,European heat waves: 2071-2100,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=54dd3868a5344b499c707e0d41da24ec
StoryMaps,example,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=f5f2c244b3be4e90b06cf878c30311fe
StoryMaps,Explore the Growing World of Story Maps,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=9ec6c45f6ad249a8993527614a850077
StoryMaps,Explore the Growing World of Story Maps-Copy,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=84d732fa686f4597883c5e0bd1259d95
StoryMaps,Exploring a selection of the world's endangered Languages,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=56a3f283feb9465abb91f499a7879d56
StoryMaps,"Growth Rates of 100 Most Populous U.S. Cities, 2000 - 2010",LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=83dd3e9c202c42e7b787ec66dbe73294
StoryMaps,Gunnison Sage Grouse,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=559c7b54de47457d9387aa572708b6fc
acarroll73,"Hat Point, Umatilla National Forest, Oregon",LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=484f5b3624c84fae9b87841e1d395d6a
StoryMaps,Hello World,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=5773341cc9d7444fa15386803e1b14b4
acarroll73,Hispanic Population,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=708aee65d2e0403e8b5b8d009c3f1602
StoryMaps,Hispanic Population,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=3a80b760feb54e0f9429fbeb15aaf011
acarroll73,Hispanics in the U.S.,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=24f50da045f249618e1974599cf06f79
dasbury_storymaps,Hokule,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=ffc0923059f64cdc855198da2a0437fb
acarroll73,Home values vs. household income,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=618cda7764ad45d7a9c051f7562b3e4e
StoryMaps,"Homs, Syria Aerial",LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=0fce61326a32464091c3c08af9f42a21
acarroll_storymaps,Calories Produced-Copy,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=9102d8add96748f79a3b949484303dd0
StoryMaps,"Homs, Syria imagery",LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=bfdf95044c74417a98afde31fa457829
acarroll73,Horn of Africa agriculture and land cover,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=e2c592ba974d4674b9475019fd5d2681
acarroll73,Horn of Africa locator,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=0c99da0ec5a44b6387f39fb8f6025821
StoryMaps,Hot 'n Cold: Winter in Yellowstone National Park,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=850d09397ec74204a656ae77bf7b0a65
StoryMaps,Hotspot threat levels,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=fc03905236e64959bc605b6b8ee6f982
acarroll73,Household Income 2011,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=f149252942b241e39c55bffa39574566
acarroll73,How Long are People Living?,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=b723453434124cae89b0ecbe41a10613
acarroll73,How Rapidly is Population Growing?,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=547765ec18a940c5aeeef2b8e92c5268
StoryMaps,Hurricane Andrew - 1992,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=8b54720f15eb40fdb69f7f8e7d945ff7
StoryMaps,Hurricane Camille - 1969,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=ae4ba36e73c54378a7fb863bdf1267c8
StoryMaps,Hurricane Donna - 1960,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=ef1944f21cc94d048f7686ecd65476e5
StoryMaps,Hurricane Katrina - 2005,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=02e43ad0ec1c4234820f51a7734c6753
dasbury_storymaps,Imagery basemap,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=3d84cb88e0e84aa7a4b82555fc52c2f0
